payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,father_citizen_id,father_first_name,father_last_name,father_status,mother_citizen_id,mother_first_name,mother_last_name,mother_status,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,legal_guardian_relation,legal_guardian_reason,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_annual_income,registration_channel,province,district,subdistrict,agency
NCGPAY00365,NCG00245,2.60916E+12,เพ็ญนภา,ตั้งมั่น,ชาย,20/08/2021,4.50162E+12,ปริญญา,พิทักษ์วงศ์,มีชีวิตและเลี้ยงดูเด็ก,8.32226E+12,ชุติมา,วงศ์คำ,มีชีวิตและเลี้ยงดูเด็ก,8.32226E+12,ชุติมา,วงศ์คำ,มารดา,,,6/09/2021,13/09/2021,13/09/2021,25/10/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,57000,หน่วยบริการเคลื่อนที่,ตรัง,ปะเหลียน,เกาะค้างคาว,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00376,NCG00246,5.22482E+12,ชไมพร,จำปาแก้ว,หญิง,30/03/2021,6.96966E+12,ศุภชัย,ชูศรี,ไม่สามารถติดต่อได้,7.4785E+12,ณัฐธิดา,สุขใจ,ไม่สามารถติดต่อได้,1.5631E+12,พีรพัฒน์,มั่นคง,ผู้ปกครองโดยชอบด้วยกฎหมาย,ลุง,ไม่สามารถติดต่อบิดาและมารดาได้,26/08/2021,14/09/2021,14/09/2021,27/10/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,74000,ระบบออนไลน์,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00155,NCG00155,4.26825E+12,นภัสสร,ทองดี,หญิง,16/04/2021,7.41657E+12,ธนกฤต,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,1.04895E+12,ปวีณา,ศรีนวล,มีชีวิตแต่ไม่ได้เลี้ยงดู,7.41657E+12,ธนกฤต,วิริยะกุล,บิดา,,,6/10/2021,12/10/2021,12/10/2021,28/10/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,60400,เจ้าหน้าที่ช่วยลงทะเบียน,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00477,NCG00232,2.88906E+12,ธนดล,พูลเพิ่ม,ชาย,31/05/2021,2.86519E+12,กฤษฎา,ทวีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,6.9942E+12,มาลี,ศรีสุข,มีชีวิตและเลี้ยงดูเด็ก,6.9942E+12,มาลี,ศรีสุข,มารดา,,,13/09/2021,18/09/2021,18/09/2021,7/11/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,73500,หน่วยบริการเคลื่อนที่,นครสวรรค์,ไพศาลี,วังข่อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00313,NCG00032,5.90865E+12,ชยพล,ไชยวงศ์,หญิง,6/06/2021,2.26874E+12,ธีรภัทร,บัวแก้ว,ไม่สามารถติดต่อได้,5.51804E+12,รจนา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,5.51804E+12,รจนา,พรหมมา,มารดา,,,22/08/2021,8/09/2021,8/09/2021,10/11/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,84200,หน่วยบริการเคลื่อนที่,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00414,NCG00076,2.11041E+12,กมลชนก,บัวแก้ว,ชาย,8/03/2021,7.74508E+12,สมชาย,ศรีสง่า,มีชีวิตและเลี้ยงดูเด็ก,1.41797E+12,สุกัญญา,ศรีสุข,มีชีวิตและเลี้ยงดูเด็ก,1.41797E+12,สุกัญญา,ศรีสุข,มารดา,,,18/09/2021,7/10/2021,7/10/2021,12/11/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71200,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00008,NCG00008,8.13698E+12,เมธาวี,กุลวงศ์,หญิง,8/05/2021,5.15588E+12,ณัฐวุฒิ,เข็มทอง,มีชีวิตและเลี้ยงดูเด็ก,1.04943E+12,อัญชลี,ธนากุล,มีชีวิตและเลี้ยงดูเด็ก,5.15588E+12,ณัฐวุฒิ,เข็มทอง,บิดา,,,11/10/2021,31/10/2021,31/10/2021,22/11/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,76000,เจ้าหน้าที่ช่วยลงทะเบียน,อุดรธานี,นายูง,โนนทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00367,NCG00117,3.02388E+12,ธีรภัทร,คำแสน,หญิง,25/01/2021,7.07475E+12,ภาคภูมิ,ตั้งมั่น,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มารดา,,,8/09/2021,22/09/2021,22/09/2021,24/11/2021,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,70300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,บุรีรัมย์,ชำนิ,เมืองยาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
NCGPAY00355,NCG00155,4.26825E+12,นภัสสร,ทองดี,หญิง,16/04/2021,7.41657E+12,ธนกฤต,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,1.04895E+12,ปวีณา,ศรีนวล,มีชีวิตแต่ไม่ได้เลี้ยงดู,7.41657E+12,ธนกฤต,วิริยะกุล,บิดา,,,6/10/2021,12/10/2021,12/10/2021,2/12/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,60400,เจ้าหน้าที่ช่วยลงทะเบียน,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00216,NCG00216,8.99964E+12,รวิชญ์,ทองอินทร์,หญิง,1/09/2021,6.13885E+12,ปกรณ์,แก้วกาญจน์,มีชีวิตและเลี้ยงดูเด็ก,4.5994E+12,ณิชา,ศรีสง่า,มีชีวิตแต่ไม่ได้เลี้ยงดู,6.13885E+12,ปกรณ์,แก้วกาญจน์,บิดา,,,10/11/2021,27/11/2021,27/11/2021,4/12/2021,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,70600,ระบบออนไลน์,บุรีรัมย์,ชำนิ,เมืองยาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
NCGPAY00160,NCG00160,5.4491E+12,ปุณณภา,เข็มทอง,ชาย,17/09/2021,4.34474E+12,สุรชัย,รุ่งเรือง,มีชีวิตและเลี้ยงดูเด็ก,8.42744E+12,อัญชลี,ประดับศรี,มีชีวิตและเลี้ยงดูเด็ก,8.42744E+12,อัญชลี,ประดับศรี,มารดา,,,5/11/2021,5/12/2021,5/12/2021,11/12/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,58500,ระบบออนไลน์,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00482,NCG00032,5.90865E+12,ชยพล,ไชยวงศ์,หญิง,6/06/2021,2.26874E+12,ธีรภัทร,บัวแก้ว,ไม่สามารถติดต่อได้,5.51804E+12,รจนา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,5.51804E+12,รจนา,พรหมมา,มารดา,,,22/08/2021,8/09/2021,8/09/2021,12/12/2021,3,600,จ่ายสำเร็จ,พร้อมเพย์,7,84200,หน่วยบริการเคลื่อนที่,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
